vendorId,batchId,productId,initialPH,hoursSinceManufacture,hasRefrigerator,storageType,ambientTemperatureC,humidityPct,fridgeTemperatureC,hoursOnShelf,sellThroughRate,effectiveTemperatureExposure,hoursToExpiry,volumeKg,vendorRating,riskLabel
V119,B21819,Combo_Pack,4.534,44.9,1,fridge,28.8,63.5,5.6,34.3,0.83,250.3,171.1,1,3.9,High
V120,B21820,Combo_Pack,4.44,7.1,1,fridge,29.8,58.0,4.2,3.3,0.6,29.7,208.9,2,4.85,Low
V121,B21821,Idly_Batter,4.453,67.2,0,counter,29.3,42.7,-1.0,13.4,0.63,1970.7,0.0,10,4.5,High
V122,B21822,Combo_Pack,4.45,89.7,1,fridge,34.7,75.9,5.6,46.6,0.55,501.1,126.3,10,4.04,High
V123,B21823,Dosa_Batter,4.442,17.3,1,fridge,30.1,77.3,5.6,2.4,0.6,96.6,198.7,1,4.77,Medium
V124,B21824,Dosa_Batter,4.476,8.2,1,backroom,26.7,49.8,5.4,2.3,0.7,44.4,207.8,1,5.0,Low
V100,B21825,Idly_Batter,4.484,41.3,1,backroom,27.8,53.5,4.9,21.7,0.34,203.2,174.7,10,4.42,High
V101,B21826,Combo_Pack,4.447,36.2,0,counter,33.1,71.4,-1.0,30.6,0.55,1198.2,11.8,10,3.64,High
V102,B21827,Dosa_Batter,4.425,51.7,1,counter,36.4,76.9,5.0,26.3,0.38,258.8,164.3,5,4.45,High
V103,B21828,Idly_Batter,4.44,17.1,1,fridge,36.5,63.4,4.9,1.8,0.84,83.7,198.9,2,4.74,Medium
V104,B21829,Dosa_Batter,4.444,41.6,1,counter,29.3,81.1,4.4,9.1,0.56,182.3,174.4,2,4.02,High
V105,B21830,Dosa_Batter,4.476,77.6,1,counter,30.7,75.8,5.3,17.8,0.73,412.6,138.4,5,4.38,High
V106,B21831,Idly_Batter,4.523,67.1,0,counter,23.9,70.7,-1.0,12.8,0.81,1605.0,0.0,5,4.19,High
V107,B21832,Dosa_Batter,4.465,55.5,0,backroom,28.3,71.2,-1.0,10.2,0.47,1571.6,0.0,1,4.35,High
V108,B21833,Combo_Pack,4.425,86.2,0,backroom,27.9,62.7,-1.0,51.7,0.56,2408.0,0.0,10,4.5,High
V109,B21834,Idly_Batter,4.43,88.8,1,fridge,38.5,69.0,2.0,51.3,0.86,177.6,127.2,10,3.96,High
V110,B21835,Idly_Batter,4.429,20.7,1,backroom,33.9,83.0,5.3,14.9,0.55,109.2,195.3,10,3.94,Medium
V111,B21836,Dosa_Batter,4.454,3.4,0,backroom,29.0,75.0,-1.0,0.8,0.3,99.1,44.6,2,4.24,Medium
V112,B21837,Dosa_Batter,4.477,84.4,1,backroom,34.0,83.3,2.5,54.0,0.72,211.9,131.6,10,3.93,High
V113,B21838,Dosa_Batter,4.46,71.7,0,backroom,30.2,79.6,-1.0,67.4,0.7,2165.9,0.0,1,4.32,High
V114,B21839,Dosa_Batter,4.415,64.6,1,counter,29.5,79.5,5.5,18.4,0.16,354.3,151.4,2,3.81,High
V115,B21840,Combo_Pack,4.42,81.2,0,backroom,31.8,73.1,-1.0,73.1,0.63,2583.3,0.0,2,4.18,High
V116,B21841,Combo_Pack,4.461,80.8,1,fridge,29.7,57.8,5.6,41.0,0.08,451.5,135.2,5,3.77,High
V117,B21842,Combo_Pack,4.437,71.8,1,backroom,31.7,80.7,5.9,2.5,0.28,423.7,144.2,1,4.11,High
V118,B21843,Combo_Pack,4.479,10.6,0,backroom,30.7,76.2,-1.0,6.3,0.15,323.8,37.4,2,4.0,High
V119,B21844,Idly_Batter,4.437,40.1,1,backroom,29.8,77.0,4.7,24.9,0.8,187.0,175.9,10,3.96,High
V120,B21845,Dosa_Batter,4.453,11.3,0,counter,30.5,79.6,-1.0,10.7,0.91,343.8,36.7,10,4.41,High
V121,B21846,Dosa_Batter,4.424,9.3,0,backroom,26.7,69.8,-1.0,5.0,0.17,249.7,38.7,1,4.37,High
V122,B21847,Dosa_Batter,4.484,50.2,0,counter,29.9,75.1,-1.0,45.4,0.58,1503.3,0.0,2,4.84,High
V123,B21848,Idly_Batter,4.521,61.0,1,fridge,36.2,72.3,6.5,42.6,0.13,397.0,155.0,2,4.41,High
V124,B21849,Idly_Batter,4.453,9.4,1,counter,25.7,77.8,6.8,4.5,0.66,64.1,206.6,2,3.89,Low
V100,B21850,Combo_Pack,4.476,74.3,1,fridge,25.7,64.9,5.7,34.0,0.49,426.9,141.7,5,4.8,High
V101,B21851,Combo_Pack,4.472,70.6,1,counter,31.8,92.7,5.0,27.7,0.19,356.8,145.4,1,4.67,High
V102,B21852,Combo_Pack,4.423,10.5,1,fridge,33.2,66.9,4.1,1.3,0.16,43.1,205.5,1,3.76,Low
V103,B21853,Dosa_Batter,4.5,25.7,0,backroom,31.0,81.9,-1.0,15.5,0.74,796.8,22.3,1,4.99,High
V104,B21854,Dosa_Batter,4.468,35.4,1,backroom,29.1,66.4,5.2,31.9,0.51,183.2,180.6,5,4.7,High
V105,B21855,Idly_Batter,4.378,7.6,0,backroom,30.0,55.5,-1.0,6.3,0.42,229.2,40.4,1,5.0,High
V106,B21856,Dosa_Batter,4.475,58.2,1,counter,32.0,83.3,5.1,54.9,0.26,298.6,157.8,1,4.27,High
V107,B21857,Combo_Pack,4.421,68.6,1,backroom,27.6,77.9,5.4,12.4,0.3,368.2,147.4,5,4.71,High
V108,B21858,Combo_Pack,4.486,90.6,1,counter,27.5,70.7,4.3,80.9,0.28,393.3,125.4,2,3.87,High
V109,B21859,Idly_Batter,4.494,2.4,1,fridge,24.2,56.3,4.5,2.3,0.2,11.1,213.6,10,4.3,Low
V110,B21860,Idly_Batter,4.466,17.7,0,backroom,31.2,61.6,-1.0,6.0,0.5,552.2,30.3,1,4.09,High
V111,B21861,Idly_Batter,4.478,50.3,1,fridge,33.8,61.5,3.0,20.1,0.63,152.7,165.7,1,4.45,High
V112,B21862,Idly_Batter,4.5,22.6,1,counter,30.2,59.9,4.6,13.6,0.87,104.1,193.4,1,3.64,Medium
V113,B21863,Dosa_Batter,4.428,21.7,1,fridge,27.2,73.9,4.2,20.5,0.46,91.7,194.3,2,4.4,Medium
V114,B21864,Idly_Batter,4.41,53.1,0,counter,32.1,80.3,-1.0,1.2,0.71,1702.4,0.0,10,4.92,High
V115,B21865,Idly_Batter,4.514,90.5,1,counter,33.1,59.1,4.3,42.8,0.54,388.2,125.5,5,4.69,High
V116,B21866,Combo_Pack,4.54,50.3,1,backroom,29.3,48.8,6.5,16.1,0.12,329.3,165.7,2,4.03,High
V117,B21867,Idly_Batter,4.408,90.6,1,backroom,29.6,69.5,4.6,30.9,0.84,420.4,125.4,2,4.55,High
V118,B21868,Idly_Batter,4.479,91.8,1,fridge,31.1,75.5,3.2,14.8,0.09,289.6,124.2,1,4.19,High
V119,B21869,Combo_Pack,4.491,47.0,1,fridge,33.1,62.4,5.5,32.8,0.86,256.4,169.0,5,3.81,High
V120,B21870,Dosa_Batter,4.449,39.0,1,counter,27.6,57.2,2.8,25.0,0.77,110.1,177.0,1,4.33,Medium
V121,B21871,Idly_Batter,4.394,47.3,0,backroom,33.2,58.2,-1.0,6.0,0.53,1569.9,0.7,10,4.76,High
V122,B21872,Combo_Pack,4.492,46.2,0,backroom,27.8,88.1,-1.0,6.2,0.46,1283.8,1.8,1,4.4,High
V123,B21873,Combo_Pack,4.419,27.4,0,backroom,32.1,70.8,-1.0,26.1,0.37,879.1,20.6,5,4.04,High
V124,B21874,Dosa_Batter,4.399,38.5,0,counter,29.8,72.2,-1.0,27.9,0.58,1147.6,9.5,2,3.98,High
V100,B21875,Combo_Pack,4.506,24.3,0,counter,29.0,75.3,-1.0,21.3,0.33,706.3,23.7,10,4.07,High
V101,B21876,Idly_Batter,4.456,89.8,1,fridge,35.2,57.1,3.4,65.3,0.11,303.0,126.2,10,4.15,High
V102,B21877,Dosa_Batter,4.478,36.4,0,counter,31.0,61.3,-1.0,34.5,0.15,1126.4,11.6,10,4.05,High
V103,B21878,Dosa_Batter,4.422,76.9,1,counter,30.4,77.1,6.1,0.3,0.41,469.1,139.1,5,3.87,High
V104,B21879,Combo_Pack,4.471,5.9,1,fridge,27.3,72.0,5.5,3.7,0.59,32.5,210.1,10,4.28,Low
V105,B21880,Combo_Pack,4.464,56.7,1,counter,31.8,90.6,3.7,48.9,0.52,209.5,159.3,1,4.02,High
V106,B21881,Combo_Pack,4.479,50.0,1,fridge,30.1,52.1,6.2,29.7,0.25,309.6,166.0,2,3.94,High
V107,B21882,Combo_Pack,4.431,52.4,0,counter,28.0,69.1,-1.0,46.3,0.42,1468.8,0.0,10,4.77,High
V108,B21883,Combo_Pack,4.423,38.8,1,fridge,33.1,56.2,6.0,17.6,0.63,233.4,177.2,10,4.07,High
V109,B21884,Combo_Pack,4.479,15.1,1,fridge,29.0,49.6,3.9,10.6,0.56,58.4,200.9,5,4.15,Low
V110,B21885,Dosa_Batter,4.442,91.0,0,counter,38.1,78.1,-1.0,1.1,0.79,3467.3,0.0,5,4.47,High
V111,B21886,Idly_Batter,4.447,51.9,0,counter,28.8,66.6,-1.0,41.0,0.51,1493.8,0.0,2,4.41,High
V112,B21887,Dosa_Batter,4.466,11.0,0,counter,29.9,69.5,-1.0,9.2,0.89,328.8,37.0,2,4.32,High
V113,B21888,Dosa_Batter,4.488,78.2,1,counter,31.9,71.8,5.2,72.4,0.64,407.9,137.8,2,3.9,High
V114,B21889,Combo_Pack,4.451,70.1,1,fridge,29.1,88.3,7.4,52.8,0.52,517.4,145.9,10,3.52,High
V115,B21890,Idly_Batter,4.494,57.1,0,counter,30.5,79.0,-1.0,32.8,0.65,1739.6,0.0,5,4.16,High
V116,B21891,Dosa_Batter,4.506,32.9,1,backroom,32.1,58.6,4.3,32.7,0.19,140.4,183.1,2,3.59,High
V117,B21892,Idly_Batter,4.492,79.9,1,counter,33.8,74.5,3.4,18.0,0.48,268.6,136.1,10,3.96,High
V118,B21893,Idly_Batter,4.446,40.0,1,fridge,25.8,81.6,5.9,4.0,0.6,236.3,176.0,5,4.67,High
V119,B21894,Idly_Batter,4.439,20.1,0,counter,32.4,52.6,-1.0,1.0,0.49,651.1,27.9,1,4.13,High
V120,B21895,Idly_Batter,4.46,88.3,0,backroom,32.2,79.0,-1.0,16.3,0.51,2842.1,0.0,5,3.77,High
V121,B21896,Dosa_Batter,4.426,38.1,1,fridge,29.9,61.5,5.3,34.5,0.3,200.3,177.9,5,4.06,High
V122,B21897,Dosa_Batter,4.447,47.2,1,fridge,28.6,88.1,6.8,17.6,0.39,321.9,168.8,5,4.69,High
V123,B21898,Dosa_Batter,4.514,61.7,1,fridge,38.2,66.7,2.9,32.6,0.26,176.3,154.3,10,4.46,High
V124,B21899,Idly_Batter,4.545,62.7,1,fridge,33.7,65.8,7.5,37.0,0.65,468.6,153.3,5,4.49,High
V100,B21900,Dosa_Batter,4.45,12.0,1,fridge,34.3,63.3,5.0,4.3,0.67,59.4,204.0,1,4.61,Low
V101,B21901,Idly_Batter,4.435,12.6,0,backroom,28.9,61.5,-1.0,7.9,0.11,363.4,35.4,5,4.44,High
V102,B21902,Dosa_Batter,4.478,72.1,1,counter,27.7,65.4,7.0,8.1,0.27,506.4,143.9,2,4.53,High
V103,B21903,Dosa_Batter,4.461,26.4,1,backroom,33.2,82.5,5.2,22.1,0.7,137.9,189.6,2,3.98,Medium
V104,B21904,Dosa_Batter,4.461,62.3,1,backroom,33.3,81.6,7.9,57.2,0.64,495.2,153.7,10,4.55,High
V105,B21905,Idly_Batter,4.439,78.0,1,counter,35.8,50.0,4.7,33.9,0.23,363.2,138.0,5,5.0,High
V106,B21906,Idly_Batter,4.448,95.0,0,counter,34.5,71.9,-1.0,75.5,0.66,3275.1,0.0,1,4.34,High
V107,B21907,Idly_Batter,4.47,48.7,1,backroom,30.3,71.0,7.3,36.2,0.55,355.9,167.3,5,4.74,High
V108,B21908,Combo_Pack,4.45,75.2,0,counter,29.2,50.4,-1.0,39.5,0.17,2197.1,0.0,5,4.15,High
V109,B21909,Idly_Batter,4.467,10.5,1,fridge,22.5,74.4,6.3,5.7,0.54,66.3,205.5,10,4.41,Low
V110,B21910,Dosa_Batter,4.456,32.0,1,fridge,33.4,70.4,4.8,16.5,0.85,155.0,184.0,2,4.26,Medium
V111,B21911,Combo_Pack,4.424,24.9,1,counter,32.7,71.1,5.9,16.9,0.67,147.5,191.1,1,4.19,Medium
V112,B21912,Combo_Pack,4.476,5.7,0,counter,30.4,62.3,-1.0,0.7,0.3,171.5,42.3,2,3.94,High
V113,B21913,Dosa_Batter,4.493,69.0,1,counter,29.6,70.3,4.0,10.8,0.26,273.0,147.0,2,3.44,High
V114,B21914,Idly_Batter,4.516,62.7,0,backroom,30.5,45.5,-1.0,24.7,0.4,1913.4,0.0,2,3.7,High
V115,B21915,Dosa_Batter,4.447,24.0,0,counter,28.0,70.4,-1.0,9.3,0.82,672.5,24.0,2,4.81,High
V116,B21916,Idly_Batter,4.521,69.5,0,counter,30.1,68.6,-1.0,42.5,0.43,2087.8,0.0,5,4.28,High
V117,B21917,Combo_Pack,4.413,74.3,1,backroom,31.4,61.3,6.8,13.9,0.52,502.1,141.7,10,3.73,High
V118,B21918,Combo_Pack,4.397,80.4,1,fridge,31.0,73.0,3.9,11.2,0.7,317.4,135.6,5,4.18,High
V119,B21919,Idly_Batter,4.482,51.4,0,counter,32.5,72.5,-1.0,22.5,0.41,1670.2,0.0,10,3.46,High
V120,B21920,Dosa_Batter,4.469,18.7,1,counter,34.9,58.7,4.4,4.6,0.67,82.1,197.3,10,3.93,Medium
V121,B21921,Dosa_Batter,4.477,65.2,0,counter,32.0,77.0,-1.0,20.7,0.24,2091.0,0.0,1,4.14,High
V122,B21922,Dosa_Batter,4.458,43.6,0,counter,29.3,77.4,-1.0,29.7,0.26,1279.5,4.4,10,4.31,High
V123,B21923,Idly_Batter,4.469,63.1,1,counter,35.5,67.1,6.5,52.3,0.68,408.8,152.9,1,4.22,High
V124,B21924,Idly_Batter,4.447,79.4,0,counter,31.5,56.8,-1.0,0.3,0.28,2496.2,0.0,2,5.0,High
V100,B21925,Dosa_Batter,4.457,81.4,1,backroom,27.5,50.2,4.6,65.3,0.32,375.6,134.6,5,3.91,High
V101,B21926,Dosa_Batter,4.435,13.5,0,backroom,32.0,72.4,-1.0,2.0,0.18,430.4,34.5,2,4.34,High
V102,B21927,Combo_Pack,4.446,20.7,0,backroom,30.0,66.7,-1.0,1.8,0.84,621.9,27.3,5,3.86,High
V103,B21928,Idly_Batter,4.445,39.3,0,backroom,28.3,67.8,-1.0,7.1,0.41,1113.9,8.7,10,4.13,High
V104,B21929,Dosa_Batter,4.4,52.9,0,backroom,27.8,67.1,-1.0,35.5,0.27,1468.0,0.0,10,4.45,High
V105,B21930,Idly_Batter,4.496,64.6,1,counter,28.8,75.5,3.5,40.8,0.6,227.3,151.4,1,3.93,High
V106,B21931,Combo_Pack,4.513,82.6,0,counter,32.1,67.0,-1.0,38.0,0.62,2651.3,0.0,2,4.34,High
V107,B21932,Dosa_Batter,4.457,70.4,0,backroom,27.8,74.3,-1.0,8.7,0.34,1955.5,0.0,10,4.86,High
V108,B21933,Dosa_Batter,4.477,9.8,1,counter,33.8,67.7,6.2,6.8,0.8,60.7,206.2,10,4.45,Low
V109,B21934,Dosa_Batter,4.449,35.6,1,counter,40.0,81.1,3.9,1.3,0.62,139.1,180.4,10,4.75,Medium
V110,B21935,Dosa_Batter,4.435,14.5,1,counter,27.9,62.6,4.8,12.9,0.5,69.6,201.5,1,3.43,Medium
V111,B21936,Combo_Pack,4.451,47.4,0,backroom,35.6,52.7,-1.0,1.8,0.93,1687.8,0.6,10,4.52,High
V112,B21937,Idly_Batter,4.465,69.2,1,fridge,29.5,53.7,4.5,54.3,0.6,314.7,146.8,5,4.19,High
V113,B21938,Idly_Batter,4.464,88.1,1,counter,32.0,72.7,8.9,73.6,0.45,781.8,127.9,1,4.72,High
V114,B21939,Combo_Pack,4.462,60.7,0,counter,33.9,78.7,-1.0,48.5,0.71,2055.8,0.0,10,4.4,High
V115,B21940,Idly_Batter,4.428,90.4,0,backroom,30.2,77.1,-1.0,2.6,0.12,2727.3,0.0,2,4.23,High
V116,B21941,Combo_Pack,4.485,35.9,1,fridge,31.3,78.4,4.6,33.3,0.48,164.0,180.1,1,3.96,High
V117,B21942,Dosa_Batter,4.441,42.0,0,backroom,34.7,66.4,-1.0,27.6,0.47,1455.3,6.0,1,3.99,High
V118,B21943,Combo_Pack,4.458,29.9,0,counter,29.2,61.1,-1.0,16.3,0.33,874.0,18.1,2,4.54,High
V119,B21944,Idly_Batter,4.419,13.6,1,counter,34.4,59.4,5.2,4.9,0.17,71.2,202.4,5,3.53,Medium
V120,B21945,Combo_Pack,4.482,70.9,1,backroom,31.3,68.4,5.2,59.9,0.78,367.5,145.1,2,3.81,High
V121,B21946,Combo_Pack,4.467,8.1,1,backroom,34.1,62.0,5.6,4.4,0.76,45.5,207.9,10,4.03,Low
V122,B21947,Idly_Batter,4.508,44.9,1,counter,33.1,55.3,5.7,38.4,0.83,256.9,171.1,5,4.06,High
V123,B21948,Idly_Batter,4.413,65.5,0,counter,31.5,58.1,-1.0,19.7,0.66,2064.2,0.0,5,4.61,High
V124,B21949,Idly_Batter,4.424,13.6,1,fridge,33.2,63.8,5.4,7.4,0.55,73.4,202.4,5,4.43,Medium
V100,B21950,Combo_Pack,4.503,59.6,0,backroom,27.7,67.1,-1.0,43.3,0.89,1651.3,0.0,5,4.69,High
V101,B21951,Combo_Pack,4.443,76.0,0,counter,30.6,77.6,-1.0,57.0,0.6,2326.2,0.0,2,3.97,High
V102,B21952,Combo_Pack,4.408,61.1,1,fridge,33.9,64.9,4.9,58.3,0.52,296.7,154.9,2,3.89,High
V103,B21953,Dosa_Batter,4.414,62.4,0,backroom,36.5,73.1,-1.0,49.5,0.78,2280.9,0.0,5,3.96,High
V104,B21954,Combo_Pack,4.442,42.9,1,fridge,29.4,57.3,3.8,2.1,0.58,165.0,173.1,2,4.27,High
V105,B21955,Dosa_Batter,4.47,62.4,1,fridge,27.3,67.7,5.2,47.5,0.75,326.3,153.6,2,4.51,High
V106,B21956,Idly_Batter,4.436,30.1,0,backroom,29.9,76.3,-1.0,7.8,0.56,901.8,17.9,5,3.84,High
V107,B21957,Combo_Pack,4.386,9.6,1,fridge,28.3,72.6,2.0,2.6,0.17,19.3,206.4,10,3.6,Low
V108,B21958,Combo_Pack,4.463,40.0,0,counter,25.5,75.7,-1.0,4.9,0.31,1020.9,8.0,5,3.79,High
V109,B21959,Dosa_Batter,4.472,34.8,1,fridge,28.8,70.8,5.4,5.3,0.67,188.5,181.2,10,4.44,High
V110,B21960,Idly_Batter,4.44,77.7,0,backroom,32.4,64.7,-1.0,59.6,0.56,2518.3,0.0,5,4.32,High
V111,B21961,Combo_Pack,4.472,23.1,1,fridge,28.4,67.4,4.8,13.2,0.5,112.2,192.9,2,3.7,Medium
V112,B21962,Combo_Pack,4.396,13.3,0,backroom,26.1,61.3,-1.0,6.5,0.8,347.2,34.7,2,5.0,High
V113,B21963,Dosa_Batter,4.488,87.8,0,backroom,28.1,58.2,-1.0,63.0,0.38,2470.8,0.0,1,3.97,High
V114,B21964,Idly_Batter,4.493,89.8,0,backroom,27.8,60.2,-1.0,46.1,0.21,2493.1,0.0,10,4.09,High
V115,B21965,Combo_Pack,4.478,28.4,1,counter,29.8,68.1,6.0,21.0,0.52,170.0,187.6,1,3.76,High
V116,B21966,Dosa_Batter,4.43,63.1,1,counter,30.6,82.2,7.1,55.5,0.17,448.1,152.9,5,4.16,High
V117,B21967,Dosa_Batter,4.371,18.8,1,fridge,32.4,59.2,5.0,12.7,0.52,93.8,197.2,1,4.86,Medium
V118,B21968,Combo_Pack,4.468,46.3,1,counter,35.8,73.9,5.6,17.4,0.43,258.1,169.7,10,4.45,High
V119,B21969,Combo_Pack,4.468,14.4,1,counter,28.6,67.4,6.2,10.4,0.5,88.7,201.6,5,4.41,Medium
V120,B21970,Combo_Pack,4.386,35.9,1,backroom,32.0,60.2,4.3,19.0,0.75,155.9,180.1,1,4.67,High
V121,B21971,Idly_Batter,4.471,44.5,0,counter,32.6,86.4,-1.0,6.1,0.44,1451.5,3.5,2,3.8,High
V122,B21972,Combo_Pack,4.469,67.0,0,counter,33.5,76.3,-1.0,17.7,0.5,2244.0,0.0,10,5.0,High
V123,B21973,Idly_Batter,4.469,76.8,0,backroom,29.5,69.4,-1.0,33.5,0.31,2263.9,0.0,2,4.24,High
V124,B21974,Idly_Batter,4.454,66.6,0,counter,33.6,85.6,-1.0,19.6,0.53,2235.5,0.0,2,3.91,High
V100,B21975,Dosa_Batter,4.449,4.8,1,fridge,34.3,46.3,6.1,1.8,0.9,29.8,211.2,5,4.18,Low
V101,B21976,Dosa_Batter,4.421,66.4,0,backroom,29.9,70.5,-1.0,24.4,0.38,1988.0,0.0,2,4.18,High
V102,B21977,Combo_Pack,4.548,4.1,1,counter,22.0,68.3,6.4,1.2,0.79,26.2,211.9,10,3.61,Low
V103,B21978,Idly_Batter,4.45,60.2,0,counter,30.8,63.2,-1.0,27.7,0.34,1855.9,0.0,1,4.43,High
V104,B21979,Combo_Pack,4.475,17.5,1,backroom,28.5,77.3,2.9,10.8,0.68,50.9,198.5,1,3.77,Low
V105,B21980,Dosa_Batter,4.453,9.9,0,counter,31.9,67.3,-1.0,5.2,0.33,316.8,38.1,10,4.48,High
V106,B21981,Idly_Batter,4.44,77.5,1,fridge,31.8,69.9,4.1,64.3,0.28,319.9,138.5,5,3.66,High
V107,B21982,Idly_Batter,4.443,15.9,0,backroom,29.6,48.1,-1.0,0.7,0.65,470.0,32.1,1,3.97,High
V108,B21983,Idly_Batter,4.393,39.1,0,counter,32.4,65.0,-1.0,12.9,0.29,1266.7,8.9,1,4.48,High
V109,B21984,Combo_Pack,4.548,40.1,1,fridge,27.0,72.9,5.4,32.3,0.72,217.9,175.9,10,3.54,High
V110,B21985,Idly_Batter,4.466,61.6,1,counter,35.9,53.9,6.7,29.9,0.82,409.8,154.4,5,3.91,High
V111,B21986,Dosa_Batter,4.451,47.4,1,backroom,30.2,54.1,5.2,43.2,0.48,245.9,168.6,2,4.6,High
V112,B21987,Dosa_Batter,4.485,85.5,1,counter,28.6,74.7,5.4,37.4,0.51,460.4,130.5,1,4.59,High
V113,B21988,Combo_Pack,4.485,17.7,1,counter,28.8,64.2,4.7,13.0,0.58,84.0,198.3,5,4.2,Medium
V114,B21989,Dosa_Batter,4.516,42.3,1,backroom,32.0,59.3,5.7,23.7,0.4,243.0,173.7,10,4.4,High
V115,B21990,Idly_Batter,4.461,88.6,0,counter,33.6,80.7,-1.0,14.2,0.37,2975.4,0.0,2,4.16,High
V116,B21991,Dosa_Batter,4.418,32.1,1,backroom,33.3,70.1,5.4,31.2,0.33,173.1,183.9,1,4.24,High
V117,B21992,Idly_Batter,4.416,96.0,0,backroom,31.4,67.5,-1.0,35.3,0.67,3014.2,0.0,2,4.12,High
V118,B21993,Combo_Pack,4.456,77.5,0,backroom,29.7,69.4,-1.0,33.5,0.88,2299.9,0.0,1,3.62,High
V119,B21994,Combo_Pack,4.435,18.9,0,counter,30.3,88.0,-1.0,18.5,0.51,571.6,29.1,10,3.23,High
V120,B21995,Combo_Pack,4.517,80.0,0,backroom,34.2,50.9,-1.0,1.0,0.57,2735.4,0.0,1,3.61,High
V121,B21996,Dosa_Batter,4.49,95.1,1,fridge,27.5,68.7,3.9,23.7,0.22,373.1,120.9,1,3.85,High
V122,B21997,Idly_Batter,4.449,7.4,1,backroom,32.3,63.4,5.9,3.2,0.51,43.3,208.6,2,3.62,Low
V123,B21998,Dosa_Batter,4.425,62.9,0,counter,28.0,78.5,-1.0,27.1,0.46,1760.9,0.0,2,3.99,High
V124,B21999,Dosa_Batter,4.396,61.6,1,fridge,33.5,62.1,5.7,43.9,0.7,350.1,154.4,2,4.22,High
V100,B22000,Combo_Pack,4.464,71.8,0,backroom,33.1,77.6,-1.0,33.9,0.26,2379.4,0.0,2,3.95,High
V101,B22001,Idly_Batter,4.429,29.2,0,counter,32.1,88.7,-1.0,18.1,0.2,938.5,18.8,1,4.23,High
V102,B22002,Combo_Pack,4.503,80.4,0,counter,27.7,82.9,-1.0,77.1,0.71,2230.9,0.0,10,4.5,High
V103,B22003,Dosa_Batter,4.456,83.7,1,fridge,25.9,74.5,2.0,18.9,0.53,167.5,132.3,1,4.08,High
V104,B22004,Combo_Pack,4.502,53.6,0,counter,30.5,63.8,-1.0,47.9,0.38,1636.9,0.0,5,4.39,High
V105,B22005,Dosa_Batter,4.446,49.0,0,counter,38.5,85.4,-1.0,43.9,0.63,1890.1,0.0,1,4.03,High
V106,B22006,Combo_Pack,4.421,6.6,0,counter,31.3,73.0,-1.0,3.6,0.71,207.5,41.4,10,4.13,High
V107,B22007,Idly_Batter,4.445,69.6,0,backroom,28.2,50.7,-1.0,11.6,0.09,1963.6,0.0,2,4.01,High
V108,B22008,Idly_Batter,4.511,95.1,0,counter,33.2,68.6,-1.0,24.8,0.56,3161.5,0.0,10,4.13,High
V109,B22009,Idly_Batter,4.475,62.8,1,fridge,28.5,70.1,2.7,11.1,0.53,169.1,153.2,2,4.17,High
V110,B22010,Idly_Batter,4.437,75.6,1,fridge,32.8,64.7,5.0,10.0,0.39,376.9,140.4,5,4.08,High
V111,B22011,Combo_Pack,4.426,9.0,1,counter,28.6,72.9,4.0,3.0,0.62,35.5,207.0,1,4.0,Low
V112,B22012,Idly_Batter,4.489,50.8,1,backroom,29.4,72.7,4.2,31.9,0.48,211.6,165.2,5,4.41,High
V113,B22013,Dosa_Batter,4.494,0.0,1,counter,24.0,43.0,5.1,0.0,0.17,0.1,216.0,1,4.84,Low
V114,B22014,Dosa_Batter,4.502,65.1,0,backroom,27.0,72.1,-1.0,10.8,0.88,1760.5,0.0,5,4.54,High
V115,B22015,Dosa_Batter,4.425,70.9,1,counter,31.3,81.1,3.3,45.0,0.36,237.3,145.1,2,4.67,High
V116,B22016,Dosa_Batter,4.456,35.2,1,backroom,36.6,60.2,5.6,33.1,0.5,196.8,180.8,10,4.31,High
V117,B22017,Combo_Pack,4.402,90.1,1,backroom,34.4,71.0,5.2,16.4,0.19,472.1,125.9,2,4.27,High
V118,B22018,Idly_Batter,4.524,56.6,0,counter,29.5,62.3,-1.0,34.3,0.84,1666.2,0.0,10,3.6,High
V119,B22019,Combo_Pack,4.395,47.1,1,backroom,27.9,65.7,5.6,32.1,0.53,265.1,168.9,2,4.41,High
V120,B22020,Dosa_Batter,4.429,47.4,1,counter,27.9,80.7,5.3,3.7,0.87,249.5,168.6,5,3.75,High
V121,B22021,Combo_Pack,4.445,74.1,0,counter,32.6,81.1,-1.0,3.9,0.39,2417.7,0.0,10,4.07,High
V122,B22022,Dosa_Batter,4.496,36.8,0,backroom,28.7,62.0,-1.0,4.9,0.76,1055.7,11.2,2,4.83,High
V123,B22023,Combo_Pack,4.383,83.3,1,backroom,26.2,57.6,5.1,82.3,0.24,428.0,132.7,5,4.54,High
V124,B22024,Combo_Pack,4.503,55.0,0,counter,27.3,71.7,-1.0,43.8,0.42,1502.2,0.0,10,4.08,High
V100,B22025,Idly_Batter,4.393,0.2,1,counter,33.6,75.1,2.8,0.1,0.56,0.4,215.8,5,4.3,Low
V101,B22026,Combo_Pack,4.458,20.0,1,backroom,29.7,75.0,3.7,15.0,0.64,74.2,196.0,10,4.41,Medium
V102,B22027,Idly_Batter,4.453,19.5,1,fridge,29.9,87.6,4.6,2.0,0.45,90.0,196.5,10,4.08,Medium
V103,B22028,Idly_Batter,4.435,72.8,1,fridge,31.6,76.9,9.6,53.5,0.66,701.2,143.2,1,3.72,High
